P/S, n, m, Smax, Emax, p2, p2, q4,q3, q2, q1, q0, SS rmse, PR rmse
0,21,5,92.53853798,0.144659874,-2763.179406,1033.473263,-0.197292954,0.529346866,-0.446741273,0.032896338,0.12019478,0.325087167,0.000135245
0,21,6,93.20805186,0.1485696,-2709.563743,1022.780006,-0.173767697,0.480876804,-0.417776652,0.028025634,0.129187108,0.278841216,0.000150981
0,21,7,93.03973514,0.148799584,-2633.910386,1011.071073,-0.165573109,0.471448858,-0.42374565,0.03753517,0.137234494,0.24400577,0.000135018
0,22,0,90.38992334,0.135920486,-3054.224769,1070.019338,-0.252425103,0.643499949,-0.508086011,0.031292456,0.094509885,0.338413629,0.000193161
0,22,1,91.75517831,0.14029018,-2961.919235,1066.526595,-0.231372256,0.600905787,-0.482729877,0.026656505,0.096916236,0.393532109,0.000220388
0,22,2,90.86711064,0.13914026,-2921.839895,1063.852867,-0.25187914,0.656108951,-0.533281538,0.041219585,0.103435777,0.382066206,0.000206715
0,22,3,91.98951783,0.141210115,-2890.092534,1055.194763,-0.255731747,0.653861305,-0.520370609,0.038417111,0.104066115,0.364810607,0.000228381
0,22,4,91.40280924,0.139370244,-2837.48256,1046.296038,-0.202517849,0.54370046,-0.456322862,0.03175294,0.112341256,0.332881149,0.000148422
0,22,5,92.15140622,0.143739938,-2787.091549,1038.271498,-0.196930249,0.533458002,-0.451963787,0.032424942,0.119646402,0.311954468,0.000123115
0,22,6,92.8511071,0.147879648,-2718.488404,1027.167863,-0.212073009,0.566259244,-0.476730031,0.038467535,0.127407155,0.301568536,0.000163764
0,23,0,90.93466309,0.139370244,-3034.234616,1071.329487,-0.266548272,0.678460196,-0.539335192,0.038710299,0.097427906,0.387562899,0.000228201
0,23,1,91.89242167,0.140750147,-2963.479607,1068.056134,-0.238402354,0.623305947,-0.502721577,0.029980563,0.09872257,0.396036223,0.000179676
0,23,2,92.24479879,0.142130051,-2945.524042,1063.965677,-0.239936671,0.626374773,-0.509567484,0.03788295,0.099218103,0.386569518,0.000164778
0,23,3,92.02642235,0.140980131,-2924.169591,1055.077033,-0.264358574,0.668411304,-0.525593504,0.036975764,0.102176718,0.344270729,0.000224267
0,23,4,92.144088,0.142130051,-2841.284432,1050.212451,-0.204711156,0.559145825,-0.476062608,0.039146728,0.109124885,0.358629351,0.000138463
0,24,0,90.7053478,0.138450308,-3020.284971,1071.426562,-0.239386478,0.631358908,-0.520132707,0.041927593,0.097311781,0.387800565,0.000158478
0,24,1,91.28945566,0.138220325,-2953.117098,1066.213468,-0.236365276,0.620372669,-0.505213342,0.033551224,0.09945724,0.40497384,0.000146604
0,24,2,91.67845192,0.138910276,-2934.120186,1062.823228,-0.253701529,0.644933159,-0.508761506,0.030589482,0.10103087,0.380252297,0.000221547
0,25,0,90.67004476,0.134770566,-3054.419701,1062.680757,-0.232936281,0.614025244,-0.506422454,0.043147394,0.090375747,0.363500545,0.000186573
0,25,1,91.85905879,0.139370244,-2956.785797,1066.168355,-0.251976659,0.650252378,-0.518558838,0.03344374,0.097261447,0.391229529,0.000176513
1,5,0,63.07847018,0.095704473,-3085.455076,967.3885767,-0.042292383,0.130413024,-0.134089798,0.016029861,0.053320739,0.341261798,0.000100163
1,5,1,68.94304591,0.112442631,-2732.255838,943.1602633,-0.072985293,0.191507023,-0.155804835,0.007171366,0.077955771,0.555631935,0.000163874
1,5,2,71.5125481,0.109877913,-2526.942455,929.8774007,0.089477379,-0.155420029,0.038996168,-0.00273829,0.111871221,0.478651578,0.000208513
1,5,3,72.91664892,0.110822809,-2306.269296,911.0284697,0.07174276,-0.102892933,-0.003372873,0.005661019,0.147004031,0.4153178,0.000139861
1,5,4,75.47242146,0.115277319,-2182.302564,905.1684931,0.09603371,-0.156135316,0.021769186,0.000467336,0.17554597,0.41281873,6.57E-05
1,5,5,62.56347346,0.096919339,-2785.68083,936.9446642,0.110762436,-0.252523784,0.110148405,-0.010504229,0.186037027,0.79022451,0.00010122
1,6,0,65.8952182,0.099889012,-3127.319756,995.6356084,0.077598098,-0.079229453,-0.054483546,0.044444245,0.036290915,0.414528489,0.000587343
1,6,1,67.75220456,0.100968893,-2811.634656,984.9502366,-0.084254183,0.244636146,-0.225771668,0.019446019,0.088435644,0.406328978,7.93E-05
1,6,2,70.89987192,0.102588715,-2614.866913,966.4675775,0.052069624,-0.041775718,-0.056397376,0.015062497,0.104616908,0.362867626,0.000231115
1,6,3,69.32941855,0.100023997,-2497.752454,949.5045017,-0.000699065,0.069469711,-0.127713661,0.019361547,0.15012351,0.360233409,0.000192644
1,6,4,72.29629403,0.105153433,-2265.979851,924.5886462,0.131907924,-0.221239536,0.051945114,0.003226139,0.167409321,0.347040923,0.000193568
1,6,5,67.34760587,0.101913789,-2266.812906,919.1735179,0.042293769,-0.083932307,0.002287796,0.000112796,0.184857764,0.435514511,6.78E-05
1,6,6,66.98554786,0.106773255,-2765.132786,945.1218025,0.160531998,-0.298712788,0.098137313,-0.017624584,0.198323797,0.621790812,0.000214377
1,7,0,65.95087194,0.095434502,-3082.332513,1014.577,-0.093851753,0.267135339,-0.245726659,0.024630924,0.074799474,0.376749273,0.00017509
1,7,1,70.77117185,0.098944116,-2793.419738,1002.163667,-0.04939864,0.178286801,-0.195813012,0.024219231,0.082561029,0.367838109,0.000207354
1,7,2,69.2558238,0.096784354,-2745.507695,996.5121517,-0.070832477,0.224701767,-0.227513627,0.026990917,0.113079311,0.299198294,0.000142973
1,7,3,70.79803547,0.097459279,-2492.675334,963.1264151,-0.024526988,0.105053411,-0.131970042,0.008945009,0.140446836,0.289203954,2.10E-05
1,7,4,71.79685972,0.103128656,-2346.469671,945.1574017,0.047496466,-0.05375411,-0.039529277,0.000438718,0.165860796,0.26233546,5.55E-05
1,7,5,72.38985106,0.103398626,-2167.429519,922.4879247,0.062415092,-0.09794826,-0.002085417,-0.005980725,0.183510353,0.259259228,5.23E-05
1,7,6,69.10841941,0.101778804,-2286.549537,924.1813185,0.045502063,-0.043004703,-0.067108753,0.023057545,0.187878474,0.494245697,0.000441145
1,7,7,69.53285151,0.104343522,-2560.752121,937.9469483,0.162750571,-0.243483037,0.010329647,0.010283579,0.209596206,0.396608591,0.000153875
1,8,0,68.14032606,0.091789903,-3019.072344,1026.477462,-0.065190762,0.212283293,-0.214989751,0.021856158,0.074308156,0.282885281,0.000121946
1,8,1,70.46057561,0.095569487,-2804.526488,1018.988545,-0.088442775,0.265932126,-0.252405712,0.024637336,0.089284373,0.286658896,8.96E-05
1,8,2,68.76317845,0.091114977,-2735.686077,1006.452669,-0.059056787,0.205563066,-0.218626193,0.024721378,0.112326552,0.258533486,0.000130391
1,8,3,69.15069275,0.09381468,-2548.919867,983.3559237,-0.023556953,0.103810774,-0.135144926,0.007912544,0.136757138,0.249795143,5.27E-05
1,8,4,70.68010576,0.097459279,-2345.614202,951.6650292,0.064329145,-0.053250969,-0.069021895,0.014041501,0.16037102,0.240807585,0.000219659
1,8,5,72.46690684,0.100563938,-2260.944884,938.7309563,0.009495605,0.017416361,-0.070932728,0.014166677,0.16658366,0.263101861,0.000217026
1,8,6,68.49236202,0.094084651,-2146.817675,923.7518791,-0.002126046,0.057069468,-0.115165156,0.011827176,0.201605609,0.223872816,0.000130191
1,8,7,67.89831804,0.09826919,-2378.001462,934.1913953,0.090923029,-0.167461096,0.031307001,0.001097544,0.192792772,0.376148569,9.87E-05
1,8,8,70.82896399,0.102048775,-2438.825413,933.5503899,0.149528178,-0.257074714,0.065421675,-0.011393397,0.204943145,0.271134114,0.000150664
1,9,0,68.41367588,0.090305066,-3045.673855,1044.722414,-0.092353375,0.283737979,-0.278239259,0.032794119,0.084271067,0.247903365,0.000174656
1,9,1,70.44071286,0.091924888,-2802.828541,1027.997033,-0.093618828,0.286443111,-0.281537338,0.033057645,0.093095854,0.264655088,0.00022274
1,9,2,69.58705592,0.091384948,-2699.389656,1015.431941,-0.001513413,0.064186394,-0.115890325,0.006602025,0.103522387,0.240362166,4.57E-05
1,9,3,70.515856,0.092734799,-2563.159753,992.7781773,-0.03201284,0.137887721,-0.171355919,0.018673797,0.12947132,0.220337029,9.86E-05
1,9,4,69.23476582,0.093004769,-2376.66275,965.8146963,0.115870066,-0.171302589,0.011656875,0.006681637,0.146734256,0.208520954,0.000281611
1,9,5,72.01671771,0.098674146,-2306.740519,952.3671509,0.043083521,-0.01295284,-0.091851809,0.020043783,0.170970646,0.209169011,0.000117331
1,9,6,70.01459929,0.095704473,-2195.391097,934.803443,0.064121098,-0.092540303,-0.016663413,0.00412748,0.184408498,0.193784569,2.73E-05
1,9,7,69.69661349,0.099754027,-2264.107226,931.9486624,0.100008497,-0.178994391,0.034227758,-0.002490423,0.194900069,0.29553064,6.08E-05
1,9,8,71.58749509,0.102318745,-2343.640714,932.2116346,0.096068774,-0.160174102,0.018724958,-0.006959971,0.201098074,0.279695192,0.000107546
1,9,9,68.8230189,0.100023997,-2382.997214,933.6852112,0.152721785,-0.259813305,0.061297776,-0.002525279,0.20664328,0.257755089,5.92E-05
1,10,0,68.0833564,0.088010319,-2984.949634,1047.185147,-0.091179624,0.296526413,-0.299764331,0.032434958,0.093287924,0.241845537,0.000138785
1,10,1,70.76438583,0.091249963,-2761.855138,1032.152258,-0.113315415,0.32661437,-0.303904014,0.033130847,0.094370556,0.253003472,0.000199154
1,10,2,69.58073902,0.089495156,-2638.185826,1014.639872,-0.036775751,0.140790424,-0.164411038,0.00775797,0.106307758,0.2351802,5.97E-05
1,10,3,70.23385091,0.091519933,-2607.303263,1006.164783,0.031639683,0.06461127,-0.200629983,0.069724921,0.117349053,0.206801681,0.000625333
1,10,4,70.58576086,0.093679695,-2462.915533,982.7853061,-0.006873565,0.079198597,-0.129564947,0.007883688,0.14836997,0.196102103,7.48E-05
1,10,5,69.60221787,0.093679695,-2352.88188,962.3546514,0.036775064,0.002041919,-0.102051119,0.017704814,0.167210407,0.175044046,0.00021163
1,10,6,71.81359695,0.09826919,-2269.630516,948.3299681,0.058665021,-0.066137415,-0.045317909,0.007691101,0.177598494,0.2104632,9.22E-05
1,10,7,71.27294485,0.097594265,-2194.761863,936.3189027,0.02691531,0.007867276,-0.099927689,0.017473281,0.196802536,0.217140766,0.000142974
1,10,8,69.11071348,0.096244413,-2338.657916,937.3262358,0.051482417,-0.065457823,-0.045832331,0.007533586,0.204148091,0.255122293,9.36E-05
1,10,9,81.00598727,0.118516963,-2023.922596,915.6508929,0.138627457,-0.169408735,-0.043110148,0.009127981,0.204116017,0.257648166,0.000269138
1,10,10,80.72739553,0.117707052,-2039.111108,914.5109737,0.114912197,-0.118152593,-0.080473515,0.024477214,0.202871572,0.25530018,0.000382696
1,11,0,67.96191082,0.085985542,-2920.17257,1047.001807,-0.050295278,0.18395386,-0.213838336,0.024248428,0.087356829,0.218206446,0.000117046
1,11,1,70.32848308,0.089900111,-2704.140935,1031.496437,-0.065727481,0.239147747,-0.267175792,0.038376617,0.089671355,0.256429684,0.000338076
1,11,2,69.59830075,0.089630141,-2616.024372,1018.931138,-0.115556735,0.363351228,-0.359770997,0.05500784,0.112701909,0.228785456,0.000673486
1,11,3,69.58074211,0.08882023,-2508.83817,999.9009903,0.04797435,-0.028256986,-0.071338383,-0.003535203,0.126896551,0.21835022,0.00012542
1,11,4,69.34746243,0.089765126,-2427.981103,984.0631956,-0.015297554,0.111928256,-0.165053535,0.0136179,0.148188474,0.181718154,9.61E-05
1,11,5,70.79085106,0.09381468,-2349.490928,969.3792053,0.015704773,0.041330778,-0.119427322,0.012354645,0.161814126,0.16762429,0.000124041
1,11,6,70.97104319,0.095704473,-2230.621844,949.7086448,0.015739521,0.037447126,-0.120375746,0.01914661,0.175855128,0.180069997,0.000176378
1,11,7,72.25519183,0.098809131,-2183.847808,940.2695548,0.069597911,-0.086164613,-0.034331672,0.008519904,0.18247702,0.177058604,0.000125265
1,11,8,69.08003574,0.094624591,-2210.080381,936.1718491,0.075144226,-0.107098676,-0.016005231,0.002173069,0.198288426,0.199771662,6.04E-05
1,11,9,69.53085478,0.095974443,-2238.625867,931.6475943,0.06251057,-0.102972062,-0.002987365,-0.003559909,0.202498933,0.219025469,8.39E-05
1,11,10,81.14948778,0.119596844,-2018.769606,917.7366987,0.099884781,-0.089143945,-0.090511607,0.022388167,0.199207985,0.187983451,0.000312649
1,11,11,82.71580972,0.12472628,-2020.8119,916.8218059,0.069279838,-0.002014695,-0.166685992,0.035364277,0.205401026,0.177773442,0.000537947
1,12,0,68.30142898,0.085445601,-2795.733006,1043.463257,-0.16370418,0.449228977,-0.393818262,0.046022167,0.097709702,0.225160409,0.000370711
1,12,1,70.62263863,0.088955215,-2723.614333,1039.177781,-0.043872715,0.211497398,-0.263566974,0.036884546,0.096778251,0.206732349,0.000162727
1,12,2,69.75603587,0.088010319,-2631.962755,1026.737216,-0.086008268,0.287504992,-0.295582751,0.031008412,0.116467364,0.217263414,0.000175774
1,12,3,69.32836201,0.08882023,-2544.069678,1008.153751,-0.057515779,0.178429759,-0.183326916,0.008584275,0.118487569,0.199377036,0.000101322
1,12,4,69.90381174,0.089630141,-2429.664333,990.6913735,-0.057897072,0.180431284,-0.191955963,0.013957161,0.140887594,0.192948675,0.000150041
1,12,5,69.13266257,0.090575037,-2379.922992,977.477479,0.01050154,0.047710444,-0.12036378,0.015483345,0.15289029,0.160238828,7.21E-05
1,12,6,71.78531979,0.096244413,-2300.28167,959.6365351,-0.018526371,0.115334696,-0.168460603,0.019319522,0.169743646,0.157481549,0.000109047
1,12,7,71.73141479,0.100158983,-2204.546223,946.017635,0.034943497,-0.003393499,-0.093367443,0.012585879,0.180768798,0.175083887,7.18E-05
1,12,8,69.79203954,0.094219636,-2141.30914,933.7327273,0.053306888,-0.047906769,-0.062945533,0.01663206,0.188746704,0.162120763,0.000160003
1,12,9,69.06540626,0.094489606,-2150.230366,929.4139809,0.066855938,-0.104746108,-0.003785922,-0.003853178,0.199673853,0.210390051,4.27E-05
1,12,10,67.67306385,0.095029547,-2189.989104,927.6773904,0.073301661,-0.109460254,-0.014379777,0.006013605,0.202750421,0.199869275,9.13E-05
1,12,11,81.43207837,0.119461859,-2020.015017,918.3120276,0.067720155,-0.014640658,-0.143076011,0.028649732,0.205248179,0.175222343,0.000377608
1,12,12,82.37220155,0.120946696,-1985.716024,913.553038,0.004231569,0.100417898,-0.202627409,0.033756253,0.208903131,0.180062202,0.000257131
1,13,0,69.38781867,0.086390497,-2781.958141,1044.220753,-0.050196995,0.206677374,-0.242124396,0.027454094,0.092655675,0.235967486,0.000113174
1,13,1,69.75254253,0.087200408,-2654.385545,1036.469445,-0.086787195,0.271118355,-0.271825705,0.025735878,0.100690231,0.209988057,0.000112636
1,13,2,70.65419444,0.08936017,-2596.648472,1025.204223,-0.126636382,0.361765237,-0.329416507,0.02690694,0.116786323,0.219238876,0.000116476
1,13,3,69.75237421,0.087740349,-2521.524928,1012.409557,-0.059490165,0.220065071,-0.245135191,0.022831794,0.126282166,0.190177235,0.000112507
1,13,4,69.85864081,0.088550259,-2427.767357,995.5590915,-0.05326024,0.192774709,-0.21798356,0.023540509,0.135690657,0.189830198,0.000105838
1,13,5,69.50827993,0.090035096,-2372.305636,982.2043065,-0.017172382,0.115952846,-0.169319561,0.019808913,0.150983817,0.149388069,0.000101996
1,13,6,69.94881046,0.092194859,-2301.01349,967.5226482,0.019665969,0.010238665,-0.083527461,0.007625231,0.160156662,0.147426949,4.09E-05
1,13,7,72.56305335,0.097459279,-2263.50784,956.6734574,0.010808579,0.043031845,-0.116742639,0.011832932,0.176438062,0.142281554,5.39E-05
1,13,8,71.53361281,0.096379398,-2152.796036,939.9204089,0.02963915,-0.004618782,-0.079631958,0.007156248,0.187674001,0.141864568,2.92E-05
1,13,9,68.78672805,0.092734799,-2143.036806,932.8232422,0.0428691,-0.042024565,-0.052079649,0.006427304,0.194920922,0.162579443,5.07E-05
1,13,10,69.78125632,0.095299517,-2191.226171,931.5114714,0.053408378,-0.074172555,-0.032305561,0.006257005,0.200240805,0.183474224,8.43E-05
1,13,11,81.54397642,0.118651948,-2028.633801,919.7073062,0.092109884,-0.074653766,-0.099726629,0.021065579,0.202948945,0.182100072,0.000299645
1,13,12,82.89014804,0.122296547,-1989.485097,916.5598957,0.029416173,0.041601663,-0.154361332,0.024239434,0.201106895,0.162253043,0.000253133
1,13,13,81.04649221,0.117707052,-1994.174453,913.9292439,0.013686601,0.059667934,-0.153955673,0.023877343,0.20400169,0.17784845,0.000234181
1,14,0,68.80595635,0.084500705,-2725.575695,1040.421938,-0.082077329,0.252740359,-0.247632197,0.016538405,0.094991692,0.213244417,5.31E-05
1,14,1,68.70624794,0.083960764,-2567.657493,1032.335209,-0.055690879,0.22093761,-0.2569513,0.023377482,0.110671816,0.229204338,0.000105864
1,14,2,69.46411182,0.085850556,-2554.103615,1026.190345,-0.056063269,0.21731244,-0.244875109,0.019221151,0.114139167,0.197353147,9.03E-05
1,14,3,69.38200908,0.086660467,-2540.291728,1018.300226,-0.049898774,0.204050489,-0.239674032,0.024912057,0.123915905,0.183637515,0.00010321
1,14,4,70.93222612,0.090575037,-2461.01374,1002.114645,-0.037961703,0.164081598,-0.201115904,0.019464828,0.132872333,0.191719392,7.57E-05
1,14,5,69.7643192,0.08936017,-2387.114347,988.0872701,-0.049177426,0.174709104,-0.196571912,0.018107257,0.146901292,0.144847294,6.43E-05
1,14,6,71.09771885,0.09354471,-2335.856292,974.0387726,0.035419522,0.005363967,-0.104077079,0.012689856,0.158595259,0.141226437,9.26E-05
1,14,7,71.22375879,0.094759576,-2266.509542,959.5845295,0.027465748,0.016674217,-0.108966276,0.015742446,0.172005635,0.13603349,0.000128386
1,14,8,71.57645234,0.096244413,-2185.340521,946.5715971,0.061680891,-0.061596535,-0.057214054,0.011619192,0.177759037,0.122297559,0.000128579
1,14,9,69.73545974,0.09327474,-2130.544074,937.9799872,0.066170792,-0.080235757,-0.037279575,0.012401785,0.185748631,0.136858875,0.000146556
1,14,10,71.03719704,0.096649369,-2093.287846,928.9519131,0.088914635,-0.134388878,-0.007868666,0.004796151,0.19635054,0.152190949,5.53E-05
1,14,11,77.84234394,0.111227765,-2080.203015,926.9851179,0.104716385,-0.112947496,-0.065112606,0.013975202,0.203654158,0.163096779,0.000179775
1,14,12,80.88838098,0.116897141,-2007.813795,919.8667406,0.088357403,-0.073077447,-0.095886504,0.0198583,0.205527485,0.157453527,0.000291836
1,14,13,81.42125376,0.121081681,-1989.302742,915.9300171,0.021276526,0.077761732,-0.197667276,0.036939956,0.207380371,0.166113008,0.000373164
1,14,14,82.92680265,0.121216666,-1969.899367,912.1408061,0.027862154,0.043780432,-0.161193587,0.027031472,0.208706644,0.15431546,0.000213738
1,15,0,68.3434599,0.08490566,-2693.38048,1042.298261,-0.104219491,0.328477543,-0.329137858,0.034230841,0.107983585,0.237022137,0.000148118
1,15,1,68.17745583,0.082610913,-2507.131851,1028.524248,-0.033920142,0.177245116,-0.230949117,0.024799596,0.102412442,0.212209869,0.000152663
1,15,2,68.30658152,0.083555809,-2467.351342,1021.546522,-0.089406875,0.278910905,-0.280312366,0.029680268,0.110377058,0.208537533,0.000141133
1,15,3,69.14704145,0.085850556,-2473.989952,1014.315168,-0.027830334,0.150523691,-0.200231305,0.019166514,0.117514018,0.203938487,0.000107158
1,15,4,69.68276698,0.087875334,-2463.700056,1007.018016,-0.027006052,0.145413125,-0.193810857,0.018316182,0.130388948,0.16291733,6.96E-05
1,15,5,70.44031481,0.089900111,-2402.229537,992.2007367,0.004545062,0.080006273,-0.156669371,0.017640389,0.139901616,0.150231818,0.00012614
1,15,6,70.35185901,0.090979992,-2334.281242,977.777168,0.029981122,0.028455839,-0.131858329,0.019340125,0.158411227,0.144046194,0.000147654
1,15,7,71.80479885,0.094894562,-2278.224946,965.7577244,0.006509623,0.062345263,-0.136364178,0.019097759,0.162827916,0.134938593,0.000149284
1,15,8,73.60470957,0.099079101,-2202.045085,952.4523929,0.002285603,0.083087776,-0.161948802,0.024986046,0.176537186,0.125425541,0.000195607
1,15,9,70.11670077,0.09354471,-2174.015076,945.3429155,0.017338514,0.025248409,-0.102761296,0.013331825,0.187357507,0.1383061,6.60E-05
1,15,10,68.58720935,0.091924888,-2145.994743,937.2048749,0.088910209,-0.137809917,0.006273945,0.001774625,0.190699903,0.135420007,8.24E-05
1,15,11,69.95542016,0.094624591,-2198.683409,935.9928606,0.046971891,-0.038213239,-0.068301072,0.011620272,0.202885159,0.163492859,7.75E-05
1,15,12,81.23707562,0.117842037,-2033.571179,921.7892217,0.118472034,-0.135461274,-0.056491821,0.012258909,0.201400543,0.137458923,0.000267111
1,15,13,82.14734978,0.119461859,-2000.588862,918.1709418,0.033207195,0.03179673,-0.149900173,0.026640052,0.199881205,0.151208718,0.000297216
1,15,14,82.09361685,0.119596844,-1966.72836,913.9696554,-0.011413164,0.12557244,-0.210031217,0.037233989,0.203323616,0.151151789,0.000334492
1,16,0,69.2128884,0.085445601,-2635.784611,1039.268779,-0.100499699,0.314821557,-0.312027932,0.027778774,0.107940666,0.243793905,0.00010276
1,16,1,70.16213205,0.086390497,-2538.421603,1030.932691,-0.064031657,0.244578843,-0.276971519,0.032533399,0.101731511,0.23775849,0.000157597
1,16,2,69.51604768,0.085445601,-2515.454643,1025.574438,-0.087906067,0.287976,-0.296603647,0.033430266,0.10862562,0.214122946,0.000155199
1,16,3,69.58067615,0.085850556,-2483.472773,1018.58718,-0.043806242,0.181662503,-0.216049216,0.016012942,0.121033579,0.196298573,4.33E-05
1,16,4,69.76729138,0.087740349,-2450.882409,1008.098271,-0.050979601,0.209580629,-0.24750237,0.022635148,0.138246206,0.186389016,0.000108068
1,16,5,69.96332561,0.088280289,-2355.754925,991.7996146,-0.029861927,0.142744724,-0.183841089,0.016880155,0.137614059,0.169247531,8.82E-05
1,16,6,69.92624775,0.089495156,-2346.359059,984.3879198,-0.008473407,0.106002976,-0.170736357,0.018318844,0.154051521,0.139394022,9.77E-05
1,16,7,71.92389397,0.094624591,-2285.651821,969.5032195,-0.016690858,0.113687786,-0.168692758,0.018481203,0.162311512,0.137745868,8.39E-05
1,16,8,71.83168494,0.096784354,-2227.849932,958.0552301,0.031263346,0.006858294,-0.10016973,0.008970457,0.174445203,0.12372032,5.59E-05
1,16,9,71.28717388,0.095029547,-2187.953667,949.1686313,0.018812475,0.027136016,-0.107403215,0.009801235,0.184695206,0.121788969,4.38E-05
1,16,10,69.93677511,0.09327474,-2148.230968,940.5799234,0.038050721,-0.014115839,-0.083627787,0.012527207,0.190678961,0.133953341,0.00010629
1,16,11,70.42595211,0.095029547,-2149.627884,935.1931372,0.078293045,-0.11632658,-0.010039602,0.002635686,0.19475829,0.142810786,7.56E-05
1,16,12,78.27036114,0.11109278,-2050.778224,925.685626,0.060948945,-0.024135832,-0.118046545,0.023504512,0.199279567,0.132445614,0.000223653
1,16,13,79.39014539,0.112847587,-1999.675171,916.0454829,0.099269665,-0.112965824,-0.05262886,0.0080379,0.203482465,0.121939774,0.000185504
1,17,0,69.46827489,0.085445601,-2627.947316,1039.668127,-0.123260184,0.367691416,-0.350230604,0.034977593,0.108741959,0.234726718,0.000154226
1,17,1,69.85487017,0.085175631,-2532.902519,1033.601698,-0.065295221,0.247147236,-0.27378369,0.022873338,0.108580725,0.211309641,0.00010035
1,17,2,69.92203859,0.085445601,-2526.161796,1029.050279,-0.113835853,0.332608646,-0.312125185,0.027038116,0.113467612,0.203190631,0.000125222
1,17,3,70.23345711,0.087200408,-2480.755804,1019.763057,-0.072704469,0.263714684,-0.289382992,0.032021771,0.122778,0.203398601,0.000167317
1,17,4,71.0961782,0.089495156,-2488.378611,1013.718047,-0.048306113,0.200708203,-0.237897599,0.02083789,0.130066891,0.176427254,0.00011852
1,17,5,69.0676761,0.086930438,-2408.43347,999.7360485,-0.046126237,0.182695659,-0.220161602,0.023031747,0.141754783,0.163197483,0.00011874
1,17,6,70.36515391,0.090575037,-2367.291211,988.4524726,-0.01450325,0.113950657,-0.174544342,0.018859931,0.148529092,0.146812683,0.000112529
1,17,7,70.0715953,0.090170081,-2271.434075,971.9551579,0.017912048,0.029209188,-0.107488321,0.011865495,0.15436136,0.138882611,0.000104042
1,17,8,72.0981524,0.094894562,-2240.599694,963.5849029,-0.002383381,0.082242293,-0.15130204,0.018002623,0.171310037,0.11130403,0.000101518
1,17,9,72.93797579,0.09799922,-2193.440385,953.9116262,0.013094716,0.041177548,-0.11970523,0.013428559,0.176472649,0.109510687,5.74E-05
1,17,10,71.24811804,0.095434502,-2157.590572,946.159207,0.057182603,-0.061310319,-0.048104833,0.004903578,0.184530143,0.11390638,4.77E-05
1,17,11,68.95766285,0.092599814,-2131.956116,936.7797294,0.04530985,-0.043500336,-0.056949291,0.011100533,0.190315759,0.142866409,6.67E-05
1,17,12,71.11912459,0.096379398,-2112.746313,932.8869273,0.063758609,-0.079542724,-0.038607786,0.004791798,0.199689208,0.137531437,6.26E-05
1,18,0,68.65033177,0.083150853,-2597.914115,1040.052792,-0.092767934,0.301563832,-0.307604781,0.027236767,0.113561668,0.214914051,0.000102199
1,18,1,68.96855227,0.083960764,-2484.63236,1032.199464,-0.064096615,0.251614456,-0.285497047,0.029639879,0.1111557,0.226271975,0.000133183
1,18,2,70.94631486,0.088010319,-2508.947886,1029.578932,-0.089731267,0.285785952,-0.289806747,0.022705082,0.116237932,0.23063201,6.47E-05
1,18,3,70.3501957,0.087065423,-2451.397453,1019.635295,-0.036486775,0.186803841,-0.240420076,0.024731626,0.120580678,0.216456468,0.0001366
1,18,4,70.62387224,0.088550259,-2470.292694,1015.259147,-0.090409317,0.29027552,-0.294580161,0.02663444,0.132507582,0.176551305,9.68E-05
1,18,5,69.24306137,0.086795453,-2379.400574,999.6600642,0.0018101,0.079050533,-0.150895665,0.014070227,0.133072566,0.168735397,6.72E-05
1,18,6,70.67645502,0.089630141,-2344.59801,990.3113749,-0.052865705,0.198510257,-0.223110114,0.018354538,0.150231258,0.151194312,5.62E-05
1,18,7,71.38861277,0.092734799,-2292.983548,978.018368,-0.041145948,0.16858657,-0.208443035,0.022472792,0.157930715,0.143227019,9.60E-05
1,18,8,70.95774066,0.092599814,-2281.522611,971.7129255,0.002300637,0.071086052,-0.140741714,0.012412215,0.168958191,0.107274041,7.64E-05
1,18,9,72.73158904,0.096649369,-2235.218643,958.5716286,-0.009240593,0.105231573,-0.173490784,0.020732916,0.180027531,0.105451835,0.000102861
1,18,10,71.95907185,0.096109428,-2180.581317,950.1996008,0.038560077,-0.011707804,-0.09029504,0.013259544,0.181963157,0.112580675,0.000114881
1,18,11,68.83003272,0.090979992,-2122.004333,940.5528006,0.058827572,-0.06362576,-0.047600813,0.007519112,0.188559191,0.098154247,8.57E-05
1,19,0,69.80478702,0.085175631,-2578.806869,1039.024086,-0.077788474,0.277543281,-0.298152957,0.026609579,0.109096052,0.234856338,0.000108363
1,19,1,70.11205201,0.085040646,-2523.1814,1034.218714,-0.081027888,0.286876216,-0.309296861,0.031982514,0.111966137,0.217007145,0.000130912
1,19,2,70.88026853,0.087200408,-2537.03572,1032.896571,-0.098884187,0.306397048,-0.300855834,0.023657407,0.11444388,0.205982721,7.57E-05
1,19,3,70.06981373,0.085850556,-2484.51017,1023.986117,-0.072571533,0.250040024,-0.269512072,0.02353844,0.123829054,0.198025946,7.51E-05
1,19,4,70.24831054,0.087065423,-2460.613781,1016.14099,-0.057702386,0.210741648,-0.239210185,0.021895692,0.127693778,0.18748767,8.72E-05
1,19,5,69.81059681,0.087605363,-2386.912394,1003.712777,-0.035755093,0.163292864,-0.205302281,0.018704287,0.133601925,0.170341929,6.73E-05
