P/S, n, m, Smax, Emax, p2, p2, q4,q3, q2, q1, q0, SS rmse, PR rmse
0,12,2,92.66901995,0.148339616,-2913.546123,1056.397411,-0.225492367,0.596403445,-0.491593805,0.041700659,0.101361609,0.294346922,0.000159862
0,12,3,92.22429572,0.148339616,-2809.884988,1037.621979,-0.17783233,0.479699958,-0.407233104,0.029552796,0.114050007,0.230721777,0.0001647
0,12,4,92.62229539,0.149029568,-2656.957982,1012.51704,-0.154741242,0.441551914,-0.396891858,0.032621075,0.133164325,0.210080278,0.000109047
0,12,5,95.20244287,0.159608827,-2499.447346,992.1864247,-0.118001055,0.355767232,-0.342694958,0.029149419,0.142728915,0.173168893,0.000111312
0,12,6,96.71632247,0.165358425,-2353.470323,969.9276227,-0.133694228,0.397491911,-0.382751409,0.035403345,0.163982169,0.147242001,0.00014267
0,12,7,98.91331284,0.170878039,-2220.097184,955.4320324,-0.118185909,0.38178407,-0.396142732,0.045728991,0.177702541,0.133208096,0.000244142
0,12,8,101.700052,0.181457298,-2108.140181,940.0432938,-0.126676562,0.412782034,-0.431460845,0.050978733,0.189950701,0.158267517,0.000240944
0,12,9,103.2407117,0.182607217,-2020.519291,924.5924205,-0.122451271,0.387857454,-0.411351946,0.0512535,0.193191548,0.18309601,0.000315031
0,12,10,104.5852931,0.188356815,-1966.117825,920.8829979,-0.183186671,0.523732881,-0.499467771,0.050839555,0.208298608,0.198664935,0.000286188
0,12,11,107.4041407,0.200775946,-1932.571894,918.3379043,-0.084809006,0.332027343,-0.404760125,0.057237517,0.193173916,0.250441936,0.000303551
0,12,12,107.4907599,0.205835592,-1922.024558,912.528338,-0.131436884,0.440549272,-0.480407862,0.056614782,0.205643669,0.227688393,0.00032128
0,13,0,88.26241339,0.134080614,-3081.02587,1075.997531,-0.208432849,0.562263622,-0.470688111,0.040542671,0.087698698,0.274125708,0.000140818
0,13,1,92.00812492,0.142820003,-3003.048613,1070.354171,-0.210496192,0.545223112,-0.438724969,0.027081597,0.088203463,0.281183719,0.000175205
0,13,2,92.56027586,0.145349826,-2915.121679,1058.145278,-0.2242057,0.577530819,-0.463983044,0.030878528,0.101888773,0.292367403,0.000187228
0,13,3,92.69997471,0.1485696,-2813.796834,1041.058349,-0.213734993,0.560627907,-0.463747069,0.038901663,0.112253196,0.269427674,0.000184888
0,13,4,93.66749701,0.150409471,-2690.566286,1020.877219,-0.184578428,0.497478254,-0.426003945,0.035628338,0.127051103,0.227023209,0.000185248
0,13,5,94.59276259,0.155469117,-2563.287055,1003.582489,-0.175739528,0.481020894,-0.419984029,0.03490945,0.145241843,0.160888437,0.000156612
0,13,6,96.50767231,0.161908666,-2422.028564,981.4684219,-0.168696323,0.462601398,-0.409948543,0.030322232,0.161727379,0.143078142,0.000195528
0,13,7,98.17072778,0.166968312,-2304.985343,962.4854442,-0.103974317,0.359946631,-0.3879627,0.046347828,0.171841804,0.120723072,0.000271564
0,13,8,100.7849848,0.178237523,-2172.235001,949.2490069,-0.128881697,0.404450914,-0.412780407,0.044372896,0.182507341,0.134897965,0.00021905
0,13,9,102.875098,0.18513704,-2071.327228,935.3584571,-0.180147408,0.522613108,-0.498068312,0.053735898,0.195931109,0.14189855,0.00029365
0,13,10,103.5326326,0.183987121,-2011.063773,925.8224812,-0.100045602,0.356489233,-0.400658763,0.045943654,0.197672175,0.176032794,0.000191755
0,13,11,105.8198824,0.194336396,-1947.774688,918.7986868,-0.086850015,0.335751626,-0.39949695,0.04640685,0.201181486,0.169716401,0.000263971
0,13,12,107.4734015,0.201235913,-1916.109777,913.2804919,-0.145799864,0.473874501,-0.497519743,0.054526446,0.209225818,0.201479494,0.000236824
0,13,13,107.931366,0.207675463,-1918.476093,912.5262349,-0.154016555,0.493173193,-0.510924571,0.053142535,0.209545194,0.237789068,0.000234444
0,14,0,89.93209856,0.139600228,-3088.897591,1077.960908,-0.193883451,0.517577504,-0.428718943,0.02599817,0.087144374,0.318459166,0.000121955
0,14,1,92.16918682,0.142360035,-2972.934899,1067.264615,-0.244141454,0.619695984,-0.48688569,0.029333791,0.093331151,0.335461639,0.000219676
0,14,2,92.3439068,0.144199906,-2922.678405,1058.559831,-0.200592447,0.540715003,-0.452356637,0.030878886,0.102029615,0.318261363,0.00011421
0,14,3,92.43448459,0.146499745,-2836.648277,1047.276328,-0.233087076,0.59793404,-0.482940848,0.035866785,0.114813002,0.273016998,0.000187713
0,14,4,93.46880201,0.14971952,-2732.472623,1025.275508,-0.196773091,0.518815416,-0.432587906,0.031109223,0.125253001,0.238898151,0.000161894
0,14,5,94.62863567,0.156389053,-2599.430438,1008.328759,-0.178645389,0.488722909,-0.42301961,0.030872648,0.140433734,0.202182141,0.0001322
0,14,6,95.2180841,0.159378843,-2481.472208,988.9981982,-0.156381238,0.440136551,-0.399022698,0.033037207,0.153506879,0.150972586,0.000157795
0,14,7,97.16341537,0.16742828,-2345.928863,972.1475693,-0.113737917,0.358289951,-0.36210326,0.031099547,0.167354948,0.130324265,0.000117659
0,14,8,98.81974316,0.170878039,-2231.884971,956.8459823,-0.059483569,0.282597408,-0.342153231,0.029804559,0.18029565,0.118777051,0.000216102
0,14,9,100.9110966,0.177087604,-2140.21966,944.1658134,-0.054955577,0.25678043,-0.334473176,0.046496887,0.179345095,0.137592113,0.000266502
0,14,10,102.5826971,0.18214725,-2058.121419,933.9212164,-0.132609345,0.427478479,-0.449171557,0.05717212,0.194126465,0.153300347,0.000294415
0,14,11,104.2646766,0.187896847,-1991.279808,924.9759843,-0.06857799,0.298142083,-0.378121253,0.052113299,0.194696772,0.164968985,0.000326436
0,14,12,106.3706461,0.196176268,-1940.431171,915.6069734,-0.109569142,0.39069864,-0.440193751,0.052650856,0.201792148,0.176744405,0.000277274
0,14,13,107.4961762,0.201235913,-1915.083777,914.1881061,-0.12963291,0.429548514,-0.463970249,0.052795844,0.204783024,0.19600234,0.000260345
0,14,14,107.9878742,0.207675463,-1914.138936,912.1844773,-0.111689448,0.401638394,-0.456272384,0.053225012,0.203563208,0.216757787,0.000262231
0,15,0,89.70406615,0.136610437,-3118.657377,1075.451669,-0.239933518,0.620074253,-0.497530626,0.034927701,0.091940762,0.30985809,0.000149693
0,15,1,92.0216185,0.142820003,-2989.24273,1072.68459,-0.247730795,0.63749413,-0.507626628,0.034251824,0.096633818,0.31836941,0.000180557
0,15,2,91.81326573,0.14327997,-2919.349146,1059.632143,-0.220279332,0.57004872,-0.459710531,0.030204915,0.09874194,0.323840712,0.000223054
0,15,3,91.99310704,0.146039777,-2856.549437,1050.686084,-0.197351381,0.538181183,-0.458514428,0.036712169,0.111405577,0.290607156,0.000139918
0,15,4,93.05629663,0.148799584,-2758.691387,1032.368664,-0.175985114,0.485715672,-0.422711472,0.033044528,0.121958436,0.25954912,0.000162136
0,15,5,93.36748126,0.14971952,-2665.298877,1013.286235,-0.172827603,0.482462271,-0.423315126,0.031447525,0.138595785,0.202043268,0.000143684
0,15,6,94.54709441,0.157538972,-2530.105521,998.4346161,-0.181078879,0.494857786,-0.435871207,0.038040728,0.150543505,0.176138989,0.000191356
0,15,7,96.93334716,0.163748538,-2409.991124,982.362236,-0.121402201,0.3498529,-0.333861426,0.018384385,0.160280267,0.132293988,0.000256845
0,15,8,98.20097193,0.169498135,-2297.793171,967.5545684,-0.112823452,0.36806466,-0.384837266,0.044008337,0.169817591,0.110534633,0.000270347
0,15,9,99.45084704,0.170648055,-2182.59111,944.7187399,-0.133442993,0.405707659,-0.402966399,0.038963429,0.183269972,0.105718666,0.000172276
0,15,10,102.0109206,0.181687282,-2099.014682,938.9860054,-0.097624583,0.353078767,-0.397105783,0.044086966,0.192074367,0.114239565,0.000199649
0,15,11,103.4151744,0.185367024,-2029.180741,929.5948893,-0.115108047,0.39363782,-0.428952747,0.049800597,0.197642014,0.140620544,0.00024318
0,15,12,104.5387136,0.188356815,-1980.028822,922.3916554,-0.081738731,0.324736195,-0.387840512,0.043719513,0.199800569,0.155954859,0.000235292
0,15,13,106.4368606,0.1957163,-1941.64712,917.062555,-0.122352682,0.414886988,-0.453801338,0.052517811,0.204436385,0.18597499,0.000249463
0,15,14,108.0207032,0.203305769,-1909.431648,912.8053011,-0.117538769,0.41239596,-0.460395552,0.055240547,0.202701204,0.196978256,0.000303316
0,16,0,90.0792553,0.135920486,-3090.043668,1067.332053,-0.225395717,0.593800169,-0.484293081,0.035920286,0.088358798,0.308276174,0.000130481
0,16,1,91.28011188,0.139600228,-2975.015641,1071.687907,-0.229896972,0.603154944,-0.493051488,0.034497024,0.097735101,0.342371066,0.000185034
0,16,2,92.4073317,0.14327997,-2934.873951,1060.899747,-0.223217404,0.597811556,-0.498134383,0.041815321,0.100001687,0.324407194,0.000179143
0,16,3,92.14673765,0.145119842,-2852.65715,1049.872832,-0.22942768,0.608777794,-0.502448488,0.039258056,0.112527333,0.314748205,0.00019577
0,16,4,92.02965298,0.145119842,-2786.797802,1034.946964,-0.205192048,0.546121187,-0.453979923,0.030559172,0.122088031,0.267655419,0.000138567
0,16,5,93.82341666,0.152479326,-2659.031667,1017.334209,-0.18504597,0.500840493,-0.427820254,0.029165393,0.13325475,0.2692292,0.000180553
0,16,6,94.90604751,0.156619037,-2576.297697,1002.723351,-0.205192844,0.548981357,-0.469387459,0.043550644,0.143382333,0.192495475,0.000239246
0,16,7,96.05706994,0.159378843,-2442.721146,984.1025233,-0.209425618,0.544277642,-0.467771506,0.04688583,0.157421273,0.163887029,0.000331728
0,16,8,96.21351972,0.160068795,-2349.741256,974.0305031,-0.104298249,0.341565044,-0.351399435,0.027743228,0.171163321,0.114506056,0.000103676
0,16,9,99.10449689,0.170188087,-2243.108664,958.2422241,-0.117080287,0.379896876,-0.389705924,0.036558818,0.179039207,0.099177346,0.000145314
0,16,10,100.4868043,0.175477717,-2151.080785,945.4718493,-0.111361423,0.375185788,-0.402315068,0.046490754,0.184618765,0.109429275,0.00024264
0,16,11,101.5890647,0.177547572,-2080.23027,935.5160092,-0.112183836,0.375566233,-0.404099813,0.043304022,0.195476213,0.116854752,0.000210386
0,16,12,103.9774587,0.187206896,-2015.119535,926.12725,-0.124810477,0.411188929,-0.435323636,0.046786668,0.198284742,0.149685722,0.000202556
0,16,13,105.3487069,0.189276751,-1970.25712,916.4064425,-0.107243985,0.383702249,-0.431581343,0.051543149,0.200450047,0.156600176,0.000252465
0,17,0,90.33887241,0.13914026,-3076.669143,1075.004903,-0.246692754,0.639646146,-0.514393111,0.037653303,0.093150924,0.343181276,0.000175786
0,17,1,91.03558932,0.139600228,-2963.782313,1070.885634,-0.231532748,0.614562126,-0.508411778,0.04257259,0.095607294,0.346853078,0.000176707
0,17,2,91.57607075,0.140750147,-2947.271483,1061.471199,-0.229232415,0.597761869,-0.482752564,0.031904068,0.099666128,0.316512721,0.000165326
0,17,3,92.66235476,0.145349826,-2876.525641,1052.847307,-0.212500779,0.564056582,-0.465854533,0.032407352,0.107395752,0.31749127,0.000149843
0,17,4,92.9866939,0.147649665,-2800.589003,1041.624339,-0.164899195,0.469199242,-0.416015633,0.037092723,0.111100904,0.276334206,0.000158419
0,17,5,93.20657677,0.149489536,-2684.935756,1020.621123,-0.176744255,0.455201202,-0.371216917,0.009877793,0.128559286,0.285915892,0.000190352
0,17,6,94.55757799,0.155469117,-2604.944555,1009.744026,-0.161141103,0.451230606,-0.395572804,0.021747714,0.142546873,0.203212752,0.000105701
0,17,7,95.37973513,0.157538972,-2483.392481,990.5723361,-0.157118743,0.455931807,-0.4179491,0.034260898,0.154788624,0.194458456,0.0001532
0,17,8,96.74793057,0.16328857,-2395.67652,978.9152772,-0.142193886,0.427442254,-0.413960104,0.044089929,0.162036266,0.126632881,0.000204749
0,17,9,98.9212732,0.169498135,-2292.756145,964.092786,-0.113498722,0.37473597,-0.389640741,0.040489247,0.17161013,0.113550654,0.000179584
0,17,10,99.01278589,0.169038167,-2198.270812,949.7745053,-0.082941232,0.299636931,-0.339483284,0.035119634,0.178992644,0.091989268,0.000151425
0,17,11,101.3726819,0.178237523,-2122.059731,940.3300083,-0.116013083,0.382181924,-0.405787092,0.043071398,0.189930264,0.098323991,0.000203784
0,17,12,101.7630575,0.177317588,-2060.867278,931.585687,-0.100736968,0.353204549,-0.394847049,0.046549741,0.193409355,0.124861818,0.000231045
0,18,0,90.37641425,0.139830212,-3047.389924,1075.87121,-0.267344493,0.691633136,-0.553834288,0.041889412,0.09827522,0.350108989,0.000166943
0,18,1,91.80354169,0.141670083,-2991.790195,1069.321454,-0.242151053,0.632462137,-0.508892411,0.034053248,0.095090297,0.342026453,0.000141236
0,18,2,91.47591069,0.140060196,-2933.736522,1059.304673,-0.239421641,0.613287908,-0.490260976,0.033371848,0.099478234,0.349133118,0.000197357
0,18,3,91.95888627,0.142360035,-2852.918686,1051.385343,-0.253829918,0.63805634,-0.498614013,0.029438708,0.110738386,0.359350817,0.000293429
0,18,4,92.33239046,0.145119842,-2812.180393,1041.45436,-0.183715863,0.519350723,-0.464727321,0.0497663,0.114985166,0.290308094,0.000249095
0,18,5,93.00905424,0.147189697,-2730.877594,1028.905563,-0.174640074,0.48411524,-0.421179835,0.030840361,0.126774705,0.260220725,0.000128307
0,18,6,92.18005441,0.146039777,-2630.515723,1011.187168,-0.192959191,0.522759557,-0.449737147,0.036096493,0.141697477,0.248833461,0.000155949
0,18,7,95.15372708,0.157538972,-2525.924882,997.9029823,-0.170964941,0.474503819,-0.417871389,0.02745345,0.151553639,0.213766158,0.000113525
0,18,8,96.15870703,0.160528763,-2442.873283,983.9422875,-0.167479212,0.471858608,-0.42966131,0.041449025,0.157276045,0.146947229,0.000210065
0,18,9,97.05295117,0.164668473,-2341.386299,970.038069,-0.142857641,0.426750021,-0.411496502,0.040817653,0.16891109,0.12299719,0.000179278
0,18,10,98.26103986,0.166738328,-2251.762851,956.7165048,-0.110628132,0.361236101,-0.378372507,0.040520705,0.175482329,0.10482735,0.000188196
0,18,11,99.66867048,0.17271791,-2161.838069,945.3670371,-0.123404189,0.380913275,-0.386420472,0.037285297,0.182794079,0.093247493,0.000180304
0,19,0,91.10810409,0.140060196,-3047.773572,1076.782714,-0.233228461,0.616016257,-0.50484458,0.039405859,0.092843163,0.348612591,0.000149707
0,19,1,92.07720512,0.140980131,-2952.768536,1066.678454,-0.266993067,0.676990412,-0.531013146,0.034320134,0.097919091,0.38959994,0.000241308
0,19,2,91.90978649,0.141670083,-2949.345645,1064.818251,-0.230889357,0.587186791,-0.465960165,0.029172401,0.094794382,0.342721628,0.000243929
0,19,3,92.22113652,0.142590019,-2874.799753,1052.864424,-0.249371706,0.662211409,-0.547710461,0.046165336,0.112065401,0.350534431,0.000248521
0,19,4,93.01495648,0.146959713,-2820.122027,1044.394397,-0.217665914,0.569678325,-0.472186283,0.0357473,0.115273219,0.316620553,0.000211331
0,19,5,92.19158726,0.144889858,-2744.706919,1030.545796,-0.193760046,0.529134308,-0.455797258,0.038605385,0.124637187,0.281314666,0.000160277
0,19,6,93.26178523,0.149489536,-2657.085585,1018.984536,-0.207268834,0.548941882,-0.458822692,0.032712323,0.136897249,0.237142869,0.00021579
0,19,7,94.42950598,0.15270931,-2570.546228,1005.281805,-0.178702847,0.494249461,-0.43278469,0.031436449,0.148336636,0.200502418,0.000109868
0,19,8,94.57027023,0.154319198,-2465.020707,990.2480342,-0.126655632,0.389799465,-0.379065424,0.035401737,0.153579487,0.173816761,0.000141386
0,19,9,96.36264071,0.160068795,-2381.63021,976.2316838,-0.129842777,0.394848246,-0.384078243,0.033488008,0.164022469,0.132227802,0.000121855
0,19,10,98.04503544,0.166968312,-2293.645408,962.0436675,-0.122976197,0.386314421,-0.389471884,0.038195929,0.171648339,0.114360628,0.000169369
0,20,0,90.65100391,0.138220325,-3078.863285,1070.913847,-0.22446364,0.589113879,-0.480341023,0.037230672,0.087498457,0.368634709,0.000177774
0,20,1,91.45513949,0.138220325,-2947.90809,1064.570669,-0.188253594,0.521811524,-0.447644896,0.036776673,0.089428537,0.390180168,0.000186376
0,20,2,91.41049845,0.139600228,-2930.729748,1061.326904,-0.216419941,0.588103573,-0.497801166,0.042058159,0.100426064,0.368654106,0.000178044
0,20,3,92.16039758,0.142590019,-2895.097107,1056.518882,-0.261227346,0.67577991,-0.54229402,0.043401281,0.107975622,0.331043919,0.000169673
0,20,4,91.75762936,0.142130051,-2842.990847,1041.63007,-0.238623856,0.629612736,-0.520604541,0.046465884,0.113873719,0.316738374,0.000203203
0,20,5,92.83358023,0.146729729,-2788.366361,1032.331348,-0.201795929,0.539207628,-0.453814047,0.035589648,0.119319682,0.295834703,0.000178079
0,20,6,93.26709744,0.150179487,-2680.85964,1022.046913,-0.224598569,0.596992596,-0.5004584,0.043288954,0.134539003,0.26764127,0.000177841
0,20,7,93.29444065,0.148799584,-2580.261727,1006.670754,-0.164895679,0.472007813,-0.425200029,0.038236801,0.140993465,0.227064502,0.000136184
0,20,8,95.01541725,0.156389053,-2519.947116,991.4046817,-0.166885005,0.468041176,-0.418653695,0.035304261,0.148764267,0.192808384,0.000143933
0,21,0,90.48988316,0.139370244,-3033.276157,1075.44263,-0.224788779,0.642920874,-0.564794376,0.060026704,0.099452447,0.368022692,0.000430472
0,21,1,92.10096516,0.141210115,-2970.021285,1067.5841,-0.226984329,0.583781719,-0.462704441,0.023629281,0.093219977,0.3752701,0.000168958
0,21,2,92.47273402,0.14327997,-2946.904219,1063.43825,-0.228927997,0.611653295,-0.50760572,0.041756255,0.097862141,0.368032185,0.000170128
0,21,3,91.26590459,0.140060196,-2898.444666,1055.289996,-0.267382864,0.672191541,-0.53173696,0.04028743,0.108079938,0.354472583,0.000265857
0,21,4,92.38795043,0.144199906,-2843.715473,1048.586351,-0.23307833,0.606435109,-0.491724036,0.034175531,0.113180781,0.318895782,0.000155983
